iter	Logloss
164	0.3660506656
165	0.36586203
166	0.3656958607
167	0.3654901024
168	0.3653244639
169	0.3651441818
170	0.3649811569
171	0.3647828009
172	0.3645867917
173	0.364430995
174	0.3641467997
175	0.3640242401
176	0.3638428736
177	0.363702749
178	0.3635514352
179	0.3633323425
180	0.3631236572
181	0.3628295572
182	0.3626341466
183	0.3625176659
184	0.3623106035
185	0.3621053587
186	0.3618299647
187	0.3615788205
188	0.3614034158
189	0.3612127815
190	0.3610319583
191	0.360783046
192	0.3605737843
193	0.3603614595
194	0.3601714956
195	0.3599926774
196	0.3597977609
197	0.359625845
198	0.3594814991
199	0.3592890891
200	0.3591555574
201	0.3589833488
202	0.3588201236
203	0.3586585885
204	0.3585240374
205	0.3583721285
206	0.3581735452
207	0.3579901675
208	0.3577067189
209	0.3575570664
210	0.357373015
211	0.3572617958
212	0.356990113
213	0.3567294932
214	0.3565720951
215	0.3563507886
216	0.3561773862
217	0.3559489972
218	0.3558384848
219	0.3555723804
220	0.3553138712
221	0.3551976989
222	0.355047584
223	0.3548640556
224	0.3547024595
225	0.3544494669
226	0.3541695645
227	0.3539315615
228	0.3538262213
229	0.3536535503
230	0.3534251536
231	0.3532283264
232	0.3530660482
233	0.3528750005
234	0.3526764512
235	0.3525342381
236	0.3523031897
237	0.3521433576
238	0.3520044711
239	0.3517813845
240	0.351586478
241	0.3513562971
242	0.3510513066
243	0.3508848146
244	0.3506901647
245	0.3505732524
246	0.3504723015
247	0.3502385155
248	0.3500484633
249	0.349943991
250	0.3497738425
251	0.3496084569
252	0.349427804
253	0.3492241556
254	0.3491108124
255	0.3489281857
256	0.3486973991
257	0.348407523
258	0.34818781
259	0.348042382
260	0.3478925089
261	0.3477087483
262	0.3475818589
263	0.3473995321
264	0.3472477894
265	0.3470334784
266	0.3469105281
267	0.3467611581
268	0.3466186049
269	0.3464737695
270	0.3463612153
271	0.3461620912
272	0.346034311
273	0.345799761
274	0.3456552985
275	0.3454726355
276	0.3452449921
277	0.3451297456
278	0.344989773
279	0.344772885
280	0.3446435679
281	0.3445030427
282	0.34425184
283	0.3441154445
284	0.3439993102
285	0.343870684
286	0.3436947618
287	0.3435445926
288	0.3433730136
289	0.3432043089
290	0.3430768482
291	0.3429601489
292	0.3428210718
293	0.3426739674
294	0.3425398734
295	0.3424308646
296	0.3422580131
297	0.3421394633
298	0.342044508
299	0.3418927215
300	0.3416960006
301	0.3414949843
302	0.3413637133
303	0.341262258
304	0.3410738884
305	0.340906838
306	0.3407261615
307	0.3405963839
308	0.3404634236
309	0.3402605766
310	0.339980679
311	0.3397529838
312	0.3395660755
313	0.3393510156
314	0.3392596833
315	0.3390242219
316	0.3388414951
317	0.338719323
318	0.3384515822
319	0.3383314149
320	0.3381626002
321	0.3379715255
322	0.3377884725
323	0.3375862755
324	0.3374369024
325	0.337267762
326	0.3371085986
327	0.3368253158
328	0.3366310002
329	0.3364993415
330	0.3362583636
331	0.3360229862
332	0.3358158949
333	0.3356357688
334	0.3355203674
335	0.3353495383
336	0.335208374
337	0.3349542164
338	0.3347510281
339	0.3345604028
340	0.3343604888
341	0.3342333371
342	0.3340468793
343	0.3339247255
344	0.3337885299
345	0.333532429
346	0.3333511572
347	0.3330913774
348	0.3329468277
349	0.3327062751
350	0.3325604754
351	0.3323335138
352	0.3321393301
353	0.331992177
354	0.3317352514
355	0.3315446524
356	0.3313883811
357	0.3312486329
358	0.3309842348
359	0.3308041557
360	0.3305477336
361	0.3303612524
362	0.3301598854
363	0.3299692356
364	0.3297444668
365	0.3295685132
366	0.3293596056
367	0.3291666522
368	0.328923385
369	0.3286962551
370	0.3284083481
371	0.3282356054
372	0.3280567966
373	0.327857878
374	0.3277076431
375	0.3273982324
376	0.3271153863
377	0.3268981639
378	0.326611957
379	0.3263363446
380	0.3260615908
381	0.3258143561
382	0.3255596446
383	0.3253675946
384	0.3251051236
385	0.324903194
386	0.3246094347
387	0.3244090973
388	0.3241088956
389	0.3238153743
390	0.3235180014
391	0.3232028878
392	0.322926373
393	0.3227045513
394	0.3224283512
395	0.3221681108
396	0.3219413458
397	0.3217080666
398	0.3214796043
399	0.3212309934
400	0.3209741452
401	0.3207107374
402	0.3204778029
403	0.3202763033
404	0.3200131131
405	0.3198268428
406	0.3194796179
407	0.319212184
408	0.3188959564
409	0.3186388006
410	0.3184019959
411	0.3181714461
412	0.3178838269
413	0.3175900017
414	0.3173371317
415	0.3170416722
416	0.3167513874
417	0.3165340991
418	0.316250945
419	0.3159564076
420	0.3156640729
421	0.3153762234
422	0.3151574211
423	0.3149067405
424	0.3146846251
425	0.3144036046
426	0.3141551154
427	0.3138915484
428	0.313610429
429	0.3133344682
430	0.3129863558
431	0.3126904898
432	0.3123517997
433	0.3121592173
434	0.3118863204
435	0.3115819881
436	0.3113691416
437	0.3111096168
438	0.3108629653
439	0.3105889818
440	0.3102786649
441	0.3100505117
442	0.3097718458
443	0.3095199573
444	0.3092801312
445	0.3090677124
446	0.3087833023
447	0.3085092293
448	0.3082121754
449	0.3079634172
450	0.3076352174
451	0.3074487257
452	0.3071631108
453	0.3069374588
454	0.3066667307
455	0.3063740901
456	0.3060877501
457	0.3057709069
458	0.305522591
459	0.3052553102
460	0.3049706825
461	0.304644556
462	0.3043665149
463	0.3040455498
464	0.3038698308
465	0.3036241531
466	0.303327575
467	0.30312624
468	0.3028897964
469	0.3026653026
470	0.3023421084
471	0.3020906326
472	0.3017971092
473	0.3015815894
474	0.3012606474
475	0.3010588552
476	0.3007825436
477	0.3005269163
478	0.3002345301
479	0.2999713612
480	0.2997367698
481	0.2994483652
482	0.2992191311
483	0.2989719519
484	0.2986819192
485	0.2983935031
486	0.2980813733
487	0.2977607593
488	0.2974692022
489	0.2972231097
490	0.2970272976
491	0.2967678964
492	0.2965698287
493	0.2963619399
494	0.2960704887
495	0.295799273
496	0.2955749303
497	0.2953687989
498	0.2951010152
499	0.2948458008
500	0.2945577939
501	0.2943119141
502	0.2941483421
503	0.2939377122
504	0.2936284209
505	0.2934323776
506	0.2931439492
507	0.292900812
508	0.2926540355
509	0.2923855711
510	0.2921348438
511	0.2918773947
512	0.2916599322
513	0.2913791531
514	0.2911638587
515	0.2909031478
516	0.2906389832
517	0.290350279
518	0.2900703164
519	0.2898074901
520	0.2894717672
521	0.289244511
522	0.2889922113
523	0.288801089
524	0.2886267369
525	0.2883721542
526	0.2880548334
527	0.2878079815
528	0.2875263399
529	0.2873124172
530	0.2870059862
531	0.2868389205
532	0.2865618784
533	0.2863054102
534	0.2860631738
535	0.2858228251
536	0.2856286605
537	0.2853662337
538	0.2850994046
539	0.2848673321
540	0.284610794
541	0.2843045862
542	0.2840297839
543	0.2837700025
544	0.2834879416
545	0.2832473343
546	0.2830278367
547	0.2828567222
548	0.2826005624
549	0.2823871692
550	0.2821935264
551	0.2819860809
552	0.28176479
553	0.2815217604
554	0.2812393792
555	0.2809924877
556	0.2807666862
557	0.2805114477
558	0.2802647696
559	0.2800298383
560	0.2797807012
561	0.2795855492
562	0.2793835736
563	0.279163183
564	0.2789070803
565	0.2786691478
566	0.2784686944
567	0.2782364697
568	0.2779392513
569	0.2776919507
570	0.2773821852
571	0.2771527448
572	0.2769128394
573	0.2767572348
574	0.276510755
575	0.2762528774
576	0.2759846902
577	0.2757724497
578	0.2755332054
579	0.2753089729
580	0.2750785139
581	0.2748230878
582	0.2746291589
583	0.2744358555
584	0.2742688459
585	0.2739916986
586	0.2737643215
587	0.2735002607
588	0.2732500387
589	0.2729898353
590	0.2727535884
591	0.2724522291
592	0.2721754768
593	0.2719955058
594	0.2718032531
595	0.2715657314
596	0.27133589
597	0.2710779117
598	0.2709362948
599	0.2706944445
600	0.2705337767
601	0.2702893929
602	0.2700130802
603	0.2698280197
604	0.2695672578
605	0.269276804
606	0.2690755706
607	0.2688508193
608	0.2687018291
609	0.2685289388
610	0.2683511466
611	0.2681800161
612	0.2679523615
613	0.2677543651
614	0.2675773977
615	0.2674060449
616	0.2672395531
617	0.2670261174
618	0.2668591953
619	0.2666554215
620	0.2664266516
621	0.2661700267
622	0.2658800556
623	0.2656345486
624	0.2654522892
625	0.2652309917
626	0.2650870479
627	0.2649103983
628	0.2647376304
629	0.2645358382
630	0.2643640289
631	0.2641201855
632	0.2638912227
633	0.2636336123
634	0.2633135667
635	0.2630292395
636	0.2627476663
637	0.262538731
638	0.2622816974
639	0.2620725914
640	0.2618793597
641	0.2616348242
642	0.2614043372
643	0.2611850538
644	0.2609421861
645	0.2607322856
646	0.2604669035
647	0.2603217387
648	0.2601220723
649	0.2599266626
650	0.2597564214
651	0.2595610036
652	0.2594096955
653	0.2591210272
654	0.2589377157
655	0.2587306605
656	0.2585456781
657	0.2584096631
658	0.2582120937
659	0.2580504714
660	0.257798385
661	0.2575773212
662	0.2573064614
663	0.257076824
664	0.256862261
665	0.2567239794
666	0.2564851364
667	0.2562575819
668	0.2560435957
669	0.2558389776
670	0.2556510204
671	0.2554695609
672	0.2553170981
673	0.2551231123
674	0.2549355343
675	0.2547223967
676	0.2544910441
677	0.2543513947
678	0.2541445748
679	0.2538902943
680	0.2536375217
681	0.2533790801
682	0.2532229564
683	0.2529871096
684	0.2527685156
685	0.2525400419
686	0.2522751354
687	0.2521060171
688	0.2519125529
689	0.2517776758
690	0.251637125
691	0.2514697719
692	0.251210733
693	0.2509665097
694	0.2507187738
695	0.2505455687
696	0.2504206552
697	0.2502423924
698	0.2500285783
699	0.2498474649
700	0.2496758641
701	0.2494832785
702	0.2492757855
703	0.249054978
704	0.2488790949
705	0.2486890721
706	0.2484556638
707	0.2482872992
708	0.2481127246
709	0.2479295403
710	0.2477089958
711	0.2475431287
712	0.2472958405
713	0.2471112709
714	0.2469850935
715	0.2467749541
716	0.2465652043
717	0.2463572426
718	0.2461222923
719	0.2459340716
720	0.2457712629
721	0.2456478265
722	0.2454362681
723	0.2452062458
724	0.2450083839
725	0.2448687858
726	0.2446123225
727	0.244450507
728	0.2442623296
729	0.244130488
730	0.2439504341
731	0.2436680835
732	0.243475236
733	0.243291291
734	0.2431158993
735	0.2429116185
736	0.2426801751
737	0.2424801927
738	0.242189764
739	0.2419816904
740	0.2417956107
741	0.2415755912
742	0.2413572263
743	0.241123221
744	0.2409286814
745	0.2406987703
746	0.240470217
747	0.2403009603
748	0.2401468801
749	0.240012699
750	0.2398591534
751	0.2396505104
752	0.2394895569
753	0.2392923004
754	0.2390761551
755	0.2388957059
756	0.2386816096
757	0.2384619919
758	0.2382914498
759	0.2381340309
760	0.2379071126
761	0.2377117275
762	0.2374837093
763	0.2373685095
764	0.2372301133
765	0.2370860592
766	0.2368555558
767	0.2366541631
768	0.2363831424
769	0.2361678341
770	0.2360096672
771	0.2358243078
772	0.2357217234
773	0.2355901811
774	0.2353803712
775	0.2352325567
776	0.2349510736
777	0.2348292242
778	0.2345401841
779	0.2343400348
780	0.2341449333
781	0.2339492435
782	0.2337351324
783	0.2335345593
784	0.233405214
785	0.2332688895
786	0.2330985446
787	0.2329255136
788	0.2327287766
789	0.2324697931
790	0.2322600441
791	0.232065151
792	0.2318147743
793	0.2316236164
794	0.2314222394
795	0.2311821852
796	0.2310381253
797	0.2308351279
798	0.2306555016
799	0.2304068468
800	0.2302852066
801	0.2300362516
802	0.2298996668
803	0.2297217485
804	0.2295322028
805	0.2293309792
806	0.2290635253
807	0.2288860913
808	0.2287398375
809	0.2285551028
810	0.2283673018
811	0.2282420924
812	0.2280570981
813	0.2279452311
814	0.2277442666
815	0.2275574119
816	0.2273917182
817	0.2272046902
818	0.2270170827
819	0.2267689243
820	0.2266336086
821	0.2264043654
822	0.226244959
823	0.2260783855
824	0.2259502359
825	0.2257312915
826	0.2255330648
827	0.2254334395
828	0.2252274041
829	0.225049527
830	0.2248858451
831	0.2247542919
832	0.2245693812
833	0.2244129682
834	0.2242070265
835	0.2240594611
836	0.2238598248
837	0.2237022117
838	0.2235723578
839	0.2234297117
840	0.2232676849
841	0.2230565921
842	0.222866637
843	0.2226699751
844	0.2225119319
845	0.2223356104
846	0.2221565627
847	0.22195915
848	0.221814251
849	0.2216250299
850	0.2214632095
851	0.2213456016
852	0.2211729138
853	0.220981246
854	0.2208212131
855	0.2205824597
856	0.2204316859
857	0.2202955426
858	0.2201361367
859	0.2199253898
860	0.219735119
861	0.2196256047
862	0.2194549863
863	0.2193365084
864	0.2191962513
865	0.2190046242
866	0.218839662
867	0.2187238717
868	0.2185235106
869	0.2184051161
870	0.2182423557
871	0.2181105247
872	0.2178948838
873	0.2177068402
874	0.2175425982
875	0.2174211395
876	0.2172288615
877	0.2170318439
878	0.2168675067
879	0.2167110454
880	0.2165487505
881	0.2164382081
882	0.216311664
883	0.2162312585
884	0.216036881
885	0.2158678638
886	0.2156834281
887	0.2155056029
888	0.2153314444
889	0.2152327915
890	0.2150977536
891	0.2149953981
892	0.2148526413
893	0.2146441855
894	0.2145223694
895	0.2143699587
896	0.2142512052
897	0.2141469167
898	0.2139865446
899	0.2137991744
900	0.2136545531
901	0.2134758894
902	0.213385453
903	0.2131775437
904	0.2130312922
905	0.2128464917
906	0.2127182524
907	0.212567418
908	0.212438954
909	0.2123470219
910	0.2122468281
911	0.2120826768
912	0.2119306635
913	0.2117962069
914	0.2116849408
915	0.2114684586
916	0.2113674391
917	0.2111985617
918	0.2111202116
919	0.2109816602
920	0.2108224817
921	0.2106113051
922	0.2104771388
923	0.2103487838
924	0.210232698
925	0.2100162739
926	0.2098553711
927	0.209778065
928	0.2096347983
929	0.2094773981
930	0.2093218766
931	0.2092256363
932	0.2090578491
933	0.2089582707
934	0.2088500113
935	0.2086737337
936	0.2085484952
937	0.2083141134
938	0.2081271746
939	0.2080235982
940	0.2078476851
941	0.2077522398
942	0.2075587615
943	0.2074178632
944	0.2072161551
945	0.2071141548
946	0.2069750845
947	0.2068348227
948	0.2067594487
949	0.2066201401
950	0.2064244233
951	0.2062345527
952	0.2060343725
953	0.2059046717
954	0.2057491775
955	0.2056021449
956	0.2055153695
957	0.2053185903
958	0.2051597057
959	0.205031443
960	0.2048575742
961	0.2046995855
962	0.2045343956
963	0.2044178572
964	0.2042476379
965	0.2040330713
966	0.203894912
967	0.2037687542
968	0.2036057277
969	0.203512701
970	0.2034048906
971	0.2032683573
972	0.2031542841
973	0.2030220807
974	0.2029018233
975	0.2027667891
976	0.2026267051
977	0.2024362351
978	0.202283392
979	0.2021318321
980	0.2019872564
981	0.2018732666
982	0.2017192207
983	0.2015261222
984	0.2013772979
985	0.2012106852
986	0.2010324772
987	0.2008797218
988	0.2007867346
989	0.2006503954
990	0.2005045471
991	0.2003567254
992	0.2001654676
993	0.2000379983
994	0.1998668711
995	0.1997488096
996	0.1996515822
997	0.1994878187
998	0.1993470667
999	0.1992307449
